text,label
"꼭사봐야지
어어 나두 설끝나구 사보려궁 아 설거지하기 싫다~~~ ㅋㅋ
ㅋㅋ오홍 오빠시켜ㅋㅋ가위바위보
ㅋㅋㅋ 오빠는 애들 씻기기ㅋㅋㄱㅋ
아하 설거지해야겠다
ㅋㅋㅋ  그치ㅋㅋㅋㅋ
ㅋㅋ응ㅋㅋㅋㅋ낼몇시뱅기야? #@시스템#사진#
우왕😍ㅋㅋㅋㅋ 치킨으로 꼬시는거 아니징?ㅋㅋㅋㅋㅋ 우리 내일 3시반 인가
ㅋㅋㅋㅋㅋ아냐.. 안넘어가겠으ㅋㅋㅋ 진짜곧연휴라니 행복하다ㅋㅋ
ㅋㅋㅋㅋㅋㅋ 나두 시댁가는데도 ㅋㅋ좋다ㅋㅋㄱㄱ",일반 대화
"니가 족보부장한케 신고함? 공지방에 왜갑자기
아눀ㅋㅋㅋㅋㅋ 전 아닌데옄ㅋㅋㅋㅋㅋㅋ
족보조심하라함? 신고한줄
걸렷노 ㅋ 누군진모르지만 잘했누 ㅎㅎㅎㅎㅎ
깨운하다~~~~~~",일반 대화
"좀 걸릴걸
밤에나오겠다 그치
니 왜케 빨리 나왔노 저녁에 나간다
심심하쟈나
그랭 알긋당
비온댱
어댜
우리 서가앤쿡
왱
밥먹으로 #@이름#랑 #@이름#도 술마신대서 나중에합류할수있음 하랬엉
우리 나왔당 어쩌지
어디??? 어디야 어딜나갘ㅋㅋ
몽인데 커플이 두커플..
누구 #@이름#랑 그그 누구지
#@이름#..",일반 대화
"근데 중요한건 난 얼굴로 살이 잘안가서 사람들은 나 찐줄몰라 잘
가려진 곳들로 가는구만
어 씻을때 출렁~
핰 진짜?핰겁나웃곀
야 농담이야 그정돈아니야
상상했어 후",일반 대화
"오호
등 끝나면 알아서 배 보이고 눕더라구여
효과 좋은데ㅔ 질러야겠군 #@이모티콘#
빗은 정말 앵두 털이 너무 빠져서 밖에서 빗질해야하나 싶을정도로 ㅎㅎㅎㅎ....
앵두찡 ㅋㅋㅋㅋㅋ 강아지 그 참빗 같은거 있자나 그걸로 딱지 떼곤 하는데 부드럽지 않아서 좀 그렇더라구 사러가야징 #@이모티콘#
피부 자극ㅠㅠㅠㅠㅠ 아 글고 병원에서 지어주는 약용샴푸는 하고나면 엄청 건조해진다 하더라구여 보습 잘 해줘야한다고ㅠㅠㅠ 망고도 금요일에 샤워하고 펫피테일 그 스프레이 온몸에 뿌리고 말렸어옄ㅋㅋㅋ",일반 대화
"#@시스템#사진# 이거뭐야
진짜로? 음식은 뭐야? 식당도? 카페만??
엄마네 장사 못하겠다
음식점도? 망햇네;
엄마 뭐라하겠다",일반 대화
"저기요 왜 카톡이 없으세요? 도대체 뭐하시길래요 씹으세여? 너무하네야
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ정신없었더요..❤️
뭐해ㅛ는데여
#@이름# 오늘 마트갔다와쪄요 ㅎ 늦잠자구...><
아라떠여
ㅋㅋㅋㅋㅋㅋㅋ헤헤 이제 과제할려구 앉았다 #@이름#가 부탁한것부터 할게여
녜
호딱 하고올게여🥺 ㄱ다려주세여🥺",일반 대화
"적당히마셔 즉당히ㅎ
이제 안먹어
ㅋㅋㅋㅋㅋ에이~~~~ 구라즐
진짜 ㅋㅋㅋㅋㅋㅋㅋ 당분간
ㅋㅋㄲㅋㅋㅋ지나가던 개가 피식
우웯
#@이모티콘#
와 #@이름# 말넘심",일반 대화
"긍깤ㅋ 다 보심?
넼ㅋㅋㅋㅋ 대머리아저앀ㅋㅋㅋ
넘웃기자너
이렇게 대머리를 한번더쥬김
그래서 모해?
지금 롤안되성 다들노가리만 주구장창하고있엄
옹..왜 롤이 안돼?
클라이언트오류인듯
옹..그러쿠만
지금은될랑가
호엥 무엇을 안해
근데 롤이된다 해야지 ㄷㄷㄷ 안자고머해!
우우~ 자려고햇는데~ 오빠가 안자서
?!
나먼저 꿈에 가잇으면 외로우니까~ 못자고잇엇지
폰보고있었을텐데..
우우우~
앜ㅋㅋㅋㅋ 들켜부림",일반 대화
"만들어줄까
창문 열고 자지말고 이불 잘 덮구자 흠...살려주세오... 키득ㅋㄷ
알게써
케익 말고..
크로와상
아 케익 아니네? #@시스템#검색# 아니네 맞네 키득ㅋㄷ
오늘 산거 고기를 평생 안먹고말지 빵을 끊을수없다
자기는 맛있는거만 먹어야지
자기는 예쁜것만 봐야지^...^ ^..^
아..진짜",일반 대화
"안함 저녁에 친구 생일이라 거기간다해서
ㅇㅎ
오전에 잠깐 보고 말듯
나도 내일 데이트하고 집갈거같은디 일요일에 연도라 가는거 안갈라했는데 이번주
연도가 머냐
제사
아아 제사",일반 대화
"와 진짜 인생에 볕이 제대로 들었어 ㅋㅋㅋ
웅.., 나 오늘 별거 아닌데 막 애들이 사탕을 막 줘써..,
오오
행복해... 아싸인줄 아랏는데....
ㅋㅋㅋㅋㅋ 너가 아싸일리가 ㅋㅋㅋ
B반의 에이스란 소리도 듣고... 막 인기많단 얘기에 썩는 얼굴도 보고.... 내 생에 다신 안올 좋은 시절 즐긴다.. ㅋㅋㅋㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋ 좋네 ㅋㅋㅋ 진짜 행복해보인다 너 ㅋㅋㅋㅋ
야 ㅋㅋㅋ진짜 그냥 너니까 하는 소리야 임금 귀 당나귀 같잌 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",일반 대화
"위너대박
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ #@이모티콘#열받아##@이모티콘#열받아##@이모티콘#열받아##@이모티콘#열받아##@이모티콘#열받아##@이모티콘#열받아##@이모티콘#열받아##@이모티콘#열받아##@이모티콘#열받아##@이모티콘#열받아#
ㅋㅋㅋㅋㅋ 공청회끝나고 머해
아직아무것도없긴해 ㅎㅎ 집가서 유통기한오늘까지인 돼지주물럭먹을거야
이뽀이뽀
#@이름#는저녁먹었어??
점심ㅁ늦게먹어서 아직이야 ㅋㅋ
ㅎㅎㅎㅎㅎㅎㅎ 이뽀이뽀 난뭔가배고프다
ㅋㅋㅋ 저나하고시퍼 #@이모티콘#
ㅋㅋㅋㅋㅋ 좀만 시둘령",일반 대화
"망고 접종 함?^^
아까 눈 와서 바닥 축축해서 못 갔는데
아
낼 아침에 갈라고
아 그랬겠네~~ 생각못했어^^ 길 안좋은거 ㅎ 내일 갈시간이 되나? ㅠㅠ #@이름#집가고 #@이름#이랑은 언제 출발할건지.... 정 안되면 주말에 엄마가~^^
응",일반 대화
"나이들면서 자존심 쌔지려나
그런가봄
나는 어릴 때 고집 쎄다가 약해진 케이스인데
가부장적이야
허.. 그렇군 신남성이 되겠습니다
남한테 만나는 사람 욕해봤자 내얼굴에 먹칠한다는 생각으로 안하고있는데 이번에 싸운 이유 #@기타# 가부장적인 이유라서 아니 싸운것도 아니고 일방적으로 화낸거라니까 내가 먼저 연락할 생각 안들어",일반 대화
"나는 미국 시골여행도 해보고싶어
맞아 땅이 워낙 크니까 시골들도 엄청 다양할거같아
한적하고 평화로운 시골여행 해보고싶어
응 그런데서 한 일주일만 보내다 왔으면 좋겠다
그러니까~ 나 죽기전에 한번쯤은 가볼수 있을까?
당연하지 ~ 언니 아직 살날이 훨씬 더 많잖아
애들이 커서 데려가줬으면 좋겠다
나도 돈 열심히 벌어서 같이 미국여행다녀오자~",일반 대화
"엄마. 편의점 알바해도 돼?
어느 편의점? 요즘 코로나인데, 괜찮겠니?
친구가 하던 편의점인데 소개해줄까 묻더라고.
그럼 당장 시작하니?
아니. 1주일 정도 뒤부터. 일단 상의해보겠대.",일반 대화
"저번에 그친군인가?
안물어봐쏘
코나였나 그거 산친구
아니 다른친구!
#@이름# 친구들 차 많이 사네
다들 직장인이니끄..그런가벼
차 왜샀대?
#@시스템#검색# 회사가 여깄거든 근데 이번에 lh 당첨되서 아파트로 이사가서 더 쓸 일 없어졌대 차 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
오
원래 근처에서 자취하긴 했지만
오 집도 됐어?
웅웅",일반 대화
"즈그들 중심으로 돌아가게 하고
글고 호칭도 #@이름#이란말야
약간 일진아닌데 일진놀이
근데 팀장이 그사람한테 #@이름#아#@이름#아~ 이럼 웃겨정말 ㅋㅋㅋㅋㅋㅋㅋㅋ ㅇㅇ 일진놀이 그말이딱임
근데 또 거기 적응하면 꾸준하게 탈없이 오래 다닐수있어
근데 끼고 싶은 생각은 없어
아직은 탐색기니까
ㅇㅇ 내가 그런
니일잘하면서
사회눈치는없어도
분위기 계속 살펴봐",일반 대화
"땀흘리지마 ㅋㅋㅋㅋㅋㅋ
기름진거만 좀 사라져도
ㅋㅋㅋㅋㅋ그럼 괜추날듯 글구 어제 외출전에 감은거 아녀??? 그럼 모 오늘 오후에나 뿌려도 쓰것네 24시간까진 괜찮든뎈ㅋㅋㅋ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ휴... 잇다가 사러가야지
ㅋㅋㅋㅋ ㅇㅇㅇㅇ 어때????
ㅋㅋㅋㅋㅋㅋㅋㅋ머리? 아직 갠차낭
ㅋㅋㅋㅋㅋㅋ아니 일이요.... ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개웃기넼ㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 머래 #@시스템#사진#",일반 대화
"#@이름#이랑 같이 갈줄 알았는데 아니네용?
쩝쩝 드시넹 희정이네 수옵있어성ㅅㅇ
멀리서 보니까ㅔ옷이 잘어울려요
ㅎㅎ 감사해용
얼굴이 하야세여
옷 사고싶으면 오만원에 팔게용 감사해뇽
#@시스템#사진#
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 세계 에서 저를 찬양하네욤",일반 대화
"우왕!!!! 나장어조아!!! 여부얌ㅎㅎㅎ
옹!!! ㅎㅎㅎㅎ
나타낫구만!!!!!!
웅 ㅎㅎ 오빠는 모해에??
응아햇아!!!!!
ㅎㅎㅎ 언제자??
슬슬!!!??ㅎㅎ#@이름#는
난 드라마바 옛날꺼 ㅎ
ㅎㅎㅎ바부넹 언눙자!!!!
이제잔다!
어허이!!! 나두이제다정리하구자!!!!
언눙자 ㅎㅎ 잘자#@이름#잉
우잉ㅎㅎㅎ코야행울애깅 안눙달려갈게!!!",일반 대화
"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 오 이건 카페각인데 ㅌㅋㅋㅋ
아 #@기타# 걔 나 바람난 줄 알아 아 억울해진짜
엥 ? 뉴규랑?
아 #@이름#이랑 #@기타# 말이야 방구야
그 축구부? ㅋㅋㅋㅋㅋ 갑자기?
근데 걔 입장에서 충분히 오해할만 한 일인데 난 #@기타# 억울해 진짜",일반 대화
"그거 시작으로 해서ㅋㅋㅋ 너 친구들 사진 엄청 보고 심지어
뭐...?
너네 어머니
응응
사진까지 내가 봤던 거 같은데 ㅋㅋㅋㅋㅋ 키톡으롴ㅋㅋㅋㅋ
ㅋㅋㅋ근데 #@이름#언니 헤어짐을 고민했던 적은 없는데
#@이름# 누나가 아닌가
지금 남친이랑 첨부터 엄처 지금까지",일반 대화
"#@이름#이보러가시나욬ㅋㅋㅋㅋ
#@시스템#사진#
꺄악
안녕하십니까
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ#@이름#아ㅠㅠ
꺄아악
#@시스템#사진# #@이름#맨 나와바
남자 둘이 돌아다니면서 촬영 좀 할건데요 그냥 놔두세요 라시네요 ㅋㅋㅋ
아하.ㅋㅋㅋ네.
아 예 (말투열라재수업내) #@이름#책임이랑 남자2명도 계속 영화 드라마 촬영얘기 하다가 갔는데 자꾸 뭘 촬영하는걸까요..?
그 2분인듯요? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그러게요..",일반 대화
"학동역에 오ㅏ따능ㅎㅎ 하아 피곤해....@_@
헤헤 그르쟈그르쟝♡
내뀨는 저녁 먹으러 가또오??
에구 면접하느라 고생했긋다 내꿍ㅜㅜ 웅웅ㅜㅜ 학식묵구 집 가구 있어용ㅎ
응응 진짜 1시간은 땀이 다 낫엌ㅋㅋ
경력직인데 왜께 쪼으셨데ㅜㅡ #@이모티콘# #@이모티콘#
ㅋㅋㅋㅋㅋㅋㅋㅋ끝에 갈수록 승이 나려햇다는ㅋㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋ 그르게ㅜㅜ 한시간동안 압박면접이라니ㅜㅜ #@이모티콘#
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ꼬기 먹어야겟업
에구 같이 저녁 묵을걸 그랬넹ㅜㅡ #@이모티콘#
헤헤 엄마가 기다리고 이뚜용ㅎㅎ 아 나진짜 넘나 웃기다
엄니가 기다리시는구낭>_<",일반 대화
"나 뭐하지..
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
웹툰.. 커뮤..
하 말똥하다 증맬
드라마.. 제즈도 블로그 글써야하는데
나는 전지적참견시점 유이편이나 봐야하나싶다 ㅠ
정말 안써지네
나도 블로그 안들어가져 ㅎ 긔차나
오와 전참시 유이가나왓어?
웅 그런거같던데",일반 대화
"뭐 먹는데 ㅋㅋㅋ
마라샹궈...ㅋㅋㅋ
헐ㄹㄹ ㅋㅋㅋ 마시께 먹어용
네에! 사랑해!! #@시스템#사진# 여기가 그 #@이름#이 오빠가 얘기한곳 같아 아 우리 에딘버러 몇시 기차야??
오전 8시용ㅇ #@이름#이 오빠가 누구야 #@이름#이 형?ㅋㅋㅋ
앜ㅋㅋㅋㅋ 난 이때껏 #@이름#오빠로 알고잇엇당...ㅎ 뭐해뭐해뭐해
ㅋㅋㅋㅋㅋㅋ바부우 나 펍왔어!!
보고시표
나도 보고시포요
목소리 듣고시포요",일반 대화
"퇴근~
아닠ㅋㅋㅋㅋㅋㅋㅋ 발냄새라니... #@이모티콘# 에버랜드 생각나는구만...ㅡㅡ... 고생했으 점심은 뭐 먹었어??
ㅋㅋㅋㅋㅋ 어제 산 초코 소라빵~ 저녁먹기 전에 집 가서 뭐 좀 먹으려구
오홍... 그거 느끼하지 않았으?? 예전에 좋아했었는데 어느날 너무 느끼해져서...ㅠㅠ
조금?ㅋㅋ 안에 초코 들어있는 줄 알았는데 생크림 들어있었으 그냥저냥 맛있었더라구
다행이얌~~ 지하철이야??
대흥역이야ㅋㅋ",일반 대화
"받아서 돌아가요 집 도착해서 손발씻고 먹어용
냠 #@시스템#사진#
나두 냠 #@시스템#사진# 완전 맛있어 보여
배불렁 히히
히히 잘 먹었어? 난 아직 먹는중야 느끼해서 천천히 먹어
헐 #@시스템#사진# 나왓내
엥 언제나왔댕 윽",일반 대화
"잠깐듣기로 중일때 남자무릎에앉앗다 이런이야기를 귓동냥으로들엇는데
아.........................나그때음악실에서쓰러졌다니까 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아파가지고 식은땀흘리면서 #@이름#무릎에앉았다가 내동댕이쳐졌어 음악실앞에 ㅜ.ㅜ
ㅠ,ㅠ
보여줘그럼
다른사람한테는 30프로만 친절할께 뭘?
30프로? 30프로?????????????????????????
엥? 아~ 소수점을 못봣구나 3.0이라고햇는데
아눈이침침해서
눈이좀나뿌넹",일반 대화
"자기야 오빠 2만원만 보내줘요~
왜용?
내일 침대 폐기물스티커사야되용~
자기 자취방에 있던거요?
네~버리고가야해요
보내또용
웅 감사합니당♡",일반 대화
"좋다고해 이새캬 좋다고해
그정도로 눈치없으면 인생헛삼거지 ㅋㅋㅋㅋ
좋다고해!!!!!! 좋다고하라고!'ㅜㅜㅜㅜ 후
ㅋㅋㅋㅋㅋ
아 영화를 보는게 아니엿는데 아씨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
라라랜드에 관심을 뺏겻엌ㅋㅋㅋ
그놈의 라라랜드 다 부셔버려",일반 대화
"진짜싪다 연락하지마 지가 졸려서 자는거면서 나 자는거 같다고 말하네 말하는거 하나도안지켜너는 니 못믿겠어 오늘도 거짓말한거같고 지금도 거짓말하는거같애 그니까 생각할시간갖자 연락하지마 니지금 백퍼 거짓말하는거다 뭔짓거리하고잇는지 모르겠는데 카톡쳐 보내자마자 답장햇는데 바로잠들어? 전화안받으면 진짜끝이야 #@시스템#기타# #@시스템#기타#
아니 너 뭐야도대채
꺼져그냥
뭔데ㅡㅡ 갑자기 무슨 지혼자 난리야
그래 나혼자 난리치는거라고 생각해 이딴상황이 말이나 되는지 생각도 안들정도로 쳐마셨나봐
갑자기 왜 그러는건데
니가 뭔짓거리하는지 난 모르겠으니 하던거 잘하고 지내 나 그만 가지고놀고 제발좀
난 아예 안 너때문에 안 마셨다니까 하 뭐래냐
아그랫구나 그래서 그렇게 전화도 안하고",일반 대화
"잼게 놀앙...
#@이름#는 공부중??
웅웅 #@이모티콘# ...
나두
나 열공 중...... 하 집 갔냐 오잉... 연락이 없어 일단 나 잘게 넘 피공해서
자갸링 나 완죤 기절.,,, #@이름# 보싶
_아 넘치공해
좀 자 #@이름#야...
잤쪄 #@이모티콘#
잘했어
#@이모티콘# 딷동 어제 집 몇시에 들어갓서
오제 2시반??인가.:",일반 대화
"문인공지톡방ㅠ
착각햇다는건무ㅗ지 아헐 ㅋㅋㅋㅋㅋㅋ
나는 이언니랑 꽤친했는데
누구야
트윗하는지도 몰랐고
에름 실명 좀
꽤충격이크당
들어보사을거같은에 데
ㅈㅎㅁ ㅎㅎㅎ
한남이라는 표현을 쓰다니 ㅜㅜ
막 나 요즘",일반 대화
"#@이름#도 잘자... 미안행... 사랑해...
나두 사랑행 ㅎㅎ
응..! 난 잏어낫다
나두 일어났져
일어났누
응응!
일찍 일어났누
눈이 떠졌당
대.....박!
아",일반 대화
"뭐하세요😆 언니들~~
#@시스템#사진# ㅋㅋㅋㅋㅋㅋ 뭘물어~~
오잉ㅋㅋㅋ 빠르신분들~~
ㅋㅋㅋㅋㅋㅋㅋㅋ #@이름#언니랑 #@이름#이아빠랑 나가셨어 나는 청소중 ㅋㅋㅋㅋㅋㅋㅋ #@이름#는 짐싸야지~
ㅋㅋㅋㅋ우와우 네네ㅋㅋ
#@시스템#사진#
간식타임~🤗
멘탈 아웃 뒤에 갖는 평온한 시간~ ㅋㅋㅋㅋㅋㅋ
왜요#@이모티콘#허걱# 왜 멘탈 아웃 ㅜㅜ
ㅋㅋㅋㅋㅋ #@이름#이 이야기는 잘몰라~ ㅋ 근데 아버님이 힘드시다네~ ㅎㅎㅎ #@이름#도 나랑 대치상태 한번 하고 왔어서^^;;;
아이구.... #@이름#이는 아빠랑 나가면 그렇게 말을 안듣는다고ㅜㅜ
난 잘 모르겠는데..( #@이름#땜에 힘들어서^^;;;) 그러시다네~ ㅎㅎ",일반 대화
"어제도 내가 케이키 안먹는다고 했는데
사람들 없을때 엽서나 만들어야지
굳이 #@이름#가 사와서 먹으라고 그래서 억지로먹음
ㅋㅋㅋㅋㅋ
밥먹어서 배부른데
니가 제일 많이 먹엇겟네 화목한가정이내
언니가 야 니가 좋아하는거 사왔네 얼릉먹어
가좌동 노방유희
나빼고 행복이 가득한 옛집",일반 대화
"홀랭 맘에드슈
다음엔 좀 길게
너무빠글거려
잘라야겠다 그거 ㅇㅈ
자다일어난거가타
근데 출리면 예쁠듯
#@이모티콘#헉#
ㅌㅌㅌㅌㅊㅌㅋ
전보단낫네
그럼 다행이지 무",일반 대화
"동행싹다 싫다..
동행여러명 구햇엇옹? 왜시러
여러명연락햇는데 답답해 간다안간다하면 딱말해야하는데 계속확신이없어ㅜ 여자둘다그래
혼자가ㅠ",일반 대화
"아 자기야
응?
울강아지 보다 본가 강아지 주둥이가 반만해 엄청 작네
울 강아지가 머리 크긴해
충격",일반 대화
"우리애들은 답답해서바로나오던댕
허허 아직 애기랑 추운거같다ㅜㅜ
얼굴꾀재제한거바바!! 머리위부터 물로샤워하자!!
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ오늘 조금 씻긴건데...ㅜㅜ 얼굴은 못햇어
샤워기루 물한번흠벅적시구 해주징!!
뭔소리고! 강아지 귀랑 코랑 물 들어가면 안된대!
아! 그럼 유튜브보고 배워서해야겟당 #@이모티콘# 찹쌀이 이제 가족이넹 완전
그럼그럼~~~~! 챕쌀이 맘마랑 자기이름 알아들어!
ㅠㅠ아 자기미아냉카톡못들엇네 집에만잇으니까 우울하다여봉 호호
흥ㅜㅜ #@시스템#사진# 밥 기다리는 찹쌀
여보야!!! 발씻긴거맞나",일반 대화
"근데 고딩때애들은 계속 지속하려면
사회생활 시작도 안한게 팩틪 팩트지
근데 먼가 사이를 지속하기에는
근데 난 니랑 비슷한게 니같은 고민은 고딩때 했떤거같고 지금은
아진짜?
지금 딱 내주변에 있는 모든 애들은
난지금 좀 든다
내가 다줘도 아깝지 않고 돈낼때도 내가 더내도 하나도안아깝고 나한테 이득이되든안되든 힘들때 내가 먼저 나서서 도와줄수있는 애들만 남은거같은데 완전 다 내사람들인데
ㅇㅇㅇㅇ
난이제 새로운 사람 사귀는게 싫음...",일반 대화
"먹구 와 근데 뭐 안 먹어서 괜찮겠오?
음 뭐먹지 뭔가를 먹고 먹어야될 것 같긴 한데
흐으응 피엑스는 무리인가...? 아 경단은 너무 화가나는디 극대노할듯
월급날이 내일 모레이기에... 옛날에 사다놓은 라면이나 먹어야겠다
ㅋㅋㅋ저는 어제가 월급날이었답니다~😊😊 몸은 괜찮아요?
그럭저럭? 그냥 감기몸살걸린 사람 몸이야ㅋㅋㅋ
흐음... 일단 라면 맛있게 먹어용~
출발~ 비온당~
나는 테러맨 보는 즁",일반 대화
"엄마 나 일중이얌 #@시스템#사진# 크리스마스쟈나욤 ㅎ
가요오 내동생 기요오옹ㄹ오 넘큐트
역시 집에 나혼자 ㅎㅎ #@이름#야 아프지말고 잘 있다 와
#@이모티콘# 그럼그럼",일반 대화
"아 #@이름#아 뭔가 허전하다 했더니 너네집에 마우스를 두고 온거 같아 ㅋㅋ 내일 가지러 가겠습니다
헐 ㅋㅋㅋㅋㅋ
#@이모티콘#
응응 알겠어 내일 가져가세용
응응",일반 대화
"ㅋㅋㅋㅋㅋ그니까..나 강지 두 마리잖아? 근데 아빠도 잘 안놀아줘 산책도 그냥 내가 다 시키고 오늘 든 생각이 아 이게 독박육아의 느낌인가
인정 나도 두부랑 베베 키울 때 독박육아였음 애기 똥싸도 그냥 보고만있고 와서 치우라고하질않나
ㅋㅋㅋㅋㅋㅋㅋㅋ야 심했다ㅠ
강쥐 두마리는 레알 빡셀거같은데..",일반 대화
"며칠전만해도 아니..난 붙었을거야... .행운이 있을거야..하고 행복회로 돌렸는데 그냥 해탈햇다 ㅎㅎ
네 #@이름#반장님.. 든든하네요 .. 명심할게요..
경험자의 조.언.이다
내가 밤마다 빌면서 같이 빌어쥬께..
고마워 나도 같이빌게",일반 대화
