idx,class,conversation
33,1,"야 너는 00고등학교 배정되서 어쩌냐
왜 00고등학교가 어떄서?
거기 내신 구리잖아. 애들도 다 돌대가리 아니면 일진뿐이라던데
나는 상관없어 어짜피 공부 잘하니까
뭐가 상관없어 니 친구들도 다 공부못하는 애들이고 노는애들 뿐일텐데
걔네랑 안놀아 나 혼자 지낼거야
너도 걔네처럼 존나 구려지겠지? 나는고등학교가서 집 잘살고 공부잘하는 친구들 많이 사귈건데
그래라
너는 어쩌냐 인생 망했네
그만해"
34,1,"야 손병신.
하.
한숨 쉬었어? 야 손병신.
그렇게 부르지마.
뭐? 병신한테 병신이라 그러는데.
그렇게 말하지 말라고.
야 병신아. 너 손이 그래서 똥은 어떻게 닦냐?
그런 말 하지 말라고.
이 새끼가 형님이 말하는데 말대답이야?
아 때리지마.
으이구 병신 새끼!"
35,1,"너 내가 쳐다보지 말랬지
미안 근데 본거 아니야
지금 쳐다보고 있잖아
아니야 일부러 본게 아니야
본 거 맞네. 왜 거짓말해? 거짓말은 나쁜거지?
.응
그럼 맞아야겠지?
미안해 잘못했어
뭐가 잘못했는데? 
반성문 쓸게"
39,1,"너 왜 내 사진 합성해서 프로필 사진 한거야?
이게 왜 너야?
맞잖아. 얼굴이랑 근데 몸을 이렇게 합성한 이유가 뭐냐고.
얼굴만 살짝 비슷한데? 뜬금없다.
이거 나 일부러 놀리려고 그런거지? 그리고 남의 사진으로 이러는 거 불법이거든?
아 예예 그래서요? 이거 내가 했다는 증거 있어? 내 핸드폰으로 남이 한 거일 수도 있잖아
그럼 사진 지워.
싫은데?? 웃기잖아 돼지 같고 좋은데 뭐. 야 그리고 돼지얼굴에 돼지 몸 붙여준 게 잘못이야?
뭐? 돼지라니? 너 진짜 말 좀 가려서해.
돼지 아니야? 너 걸을 때마다 꿀꿀 소리내잖아."
43,1,"너 이번에 약속한 만큼 못 뺐더라?
 0.1 부족한거였잖아.
그래도 못뺀거지 돼지야 어떻게 그정도도 못빼냐.
나도 노력했어 나도 노력했는데. 안되는걸 어떻게 하냐고.
나도 그정도는 식은죽 먹기로 했어 어디서 돼지가 이상한 소리내냐.
나 돼지 아니야. 더 노력하면 예뻐질거야.
돼지가 노력하면 이뻐진대. 돼지가 예쁘면 얼마나 예쁘다고 다 똑같은 돼지인데.
돼지 아니라니까. 그러지마
내동생이라는게 쪽팔리다 돼지야 돼지야 돼지야 넌 나보고 아는체 하지마.
오빠 미워."
46,1,"야 재형아
미친 새끼가 누구 보고 재형이래 더럽네
하.
하.? 야 새끼야 내가 더 기분나빠 존제자체가 민폐인 새끼야
야 재형이 보고 새끼라고 하지마 새끼란 욕이 불쌍해
그래 내가 미안하니까 이제 그만해 잘못했어 
그래 야 현우야 작작하자 괜히 심하게 건들다가 큰일 날 것 같으니까 나중에 적당히 건들자
아니 웃긴 새끼네 야 날 나쁜사람으로 만드냐 그리고 니가 뭔데 명령을 해
야 현우야 적당히 하자니까 저 더러운 놈 잘못건들면 우리만 손해야
착한 내가 참는다.
야 적당히 하라고 내가 뭔 죄를 졌길래 계속 그러는데 작작해
이 새끼가 미쳤구나 하교시간때 보자 먼지 나도록 맞을 준비하고
이 새끼 중학교생활 망했네
너 말이야 사람 잘못 건들었어 성적표 점수도 내려갈 준비하고"
47,1,"야 제 민호봐바 팔 한짝 밖에 없어
애들아 놀리지마. 
야 뭘 놀린다고 그러냐 놀리는거 아니야
내가 듣기에는 놀리는거로 밖에 안들려
하. 이 시발럼이 야 뒤질래?
갑자기 왜 그래. 
야 니가 화나게 하잖아 시발
아니 너가 놀리는거 같아서.
야 놀리는거 아니라고 몇번을 말해 한 번더 말대꾸 해봐 다음엔 죽여버린다
응 미안해."
52,1,"새우버거
아 고객님 새우버거 말고 저희 가게는 쉬림프 치즈버거 있는데 그걸로 드릴까요?
아니 무슨 말이 그렇게 많아!
아 죄송합니다. 이름이 달라서 확인차 여쭸습니다
그래서 뭐를 준다는말이야? 주면 주라는대로 줘!
 받았을때 먹기 불편하실까봐 확인한것뿐입니다. 죄송합니다
아 뭐가 다르냔말이야!!!!!!!!1
아 새우가 들어간건 같은데 치즈도 들어가있고
치즈를 빼고 주면 될꺼아냐!!!!!!!!!!!!!!!이 멍청아 무슨말이 그렇게 많아
죄송합니다."
53,1,"야 손가락 장애
뭐?? 
귀도 장애있냐? 왜 못알아들어
너 지금 뭐라했어
왜 장애보고 장애라고 하는게 잘못이야?
당장 사과해
싫은데 내가왜?
너 가만안둘꺼야
정말 무섭네
꺼져"
54,1,"철중아? 안녕!
야! 너 왜 카톡방 나갔는데 다시 초대하고 지랄이야?
야! 지랄이라고 했냐?! 많이 컸네 이 새끼가
버러지 같은 게 아직 정신 못 차렸나보지
하. 진짜 개빡치게 하네 머저리들 주제에
저 새끼가 뭐라고 하는거냐 머저리래 주제 파악 못하는 모지리는 너 아니냐 
닥치고 있을 것이지 어디서 계속 깝치길 깝쳐?!
나도 계속 이러면 가만히 있지 않을거야!
어쩔 건데?! 어쩔거냐고!!
엄마 아빠한테 이를거야 이런 개찌질한 짓이라도 하려고?!"
56,1,"사진 봐 못생겼다
이런 댓글 달지 마세요
팩트인데 뭐
얼굴 토나온다
사진 뭐야? 눈이 너무 작아
다 신고할 겁니다
무슨 죄로?
빻았다 진짜뭐야 얼굴
메기 닮음
메기"
59,1,"어이 아가씨!!
저 아세요.?
이쁜데 어디 살아?
저리 가세요.
아 비싸게 굴지 말고. 몸매 죽이는데?
따라오지 마세요!!
아 그러지 말고 나 좀 따라와 봐. 재밌는 거 보여줄게.
따라오지 마시라고요!!!
더럽게 비싸게 구네!! 좀 따라오라고!!
이거 놔요!!!!!"
62,1,"어이 코털
왜
왜? 아놔됐고 너 매점가서 곰보빵 두개에 콜라하나 사와라
나 돈없어
돈없어? 그럼 내가 돈줄께
어
여기 1000원 줄테니까 빵두개 콜라하나 사고 거스름돈 거슬러와라
야 택도없어
야 뒤질래? 쌔벼서라도 갖고와 색키야
야"
64,1,"아 김여사 진짜 짜증나네 아줌마 ! 차 좀 빨리 뺍시다
아 죄송합니다 ! 제가 초보운전이라 .
아 진짜 아줌마가 뭔 운전이야 집에서 밥이나 할 것이지 
나와서 민폐 끼치네
말이 너무 심한 거 아녜요.?
뭐? 이 아줌마가 겁 상실했고만 김여사 앞으로 운전하지말고 집에서 애나 키우면서 남편 내조나 잘해 여자가 뭔 운전이야
저런 사람을 다 봤나! 하 어이가 없어서"
65,1,"야 빵좀 사와 
미안해 나영아 나 오늘은 돈이 없어
아니 이 미친놈이 그럼 다른 애들 삥 뜯어서라도 구해와
아니 내가 어떡해 그렇게 하니
이 새끼가 대들어? 그럼 빵을 훔쳐서라도 오라고 미친것아
너 이상해 도대체 왜 그러는거야
아니 이 미친것이 우리가 우습나 그냥 니가 만만하니까 그런거지
아 아 그렇구나
아 아 그렇구나 그런식으로 말만 하지말고 빨리 사와 쓰레기야"
67,1,"야 저 사람봐봐 진짜 그 티비에 나오는 못생긴 개그맨 닮지 않았냐?
푸하하하핳 야 진짜 못생겼다 헐 너무 크게 얘기했나봐
저기요 지금 저한테 말씀하신거에요???
아닌데요
아 그래요?
네 그냥 가던길 가시면 될거같은데요?
야 저 사람 못생긴 대신 귀는 밝은가봐
자기가 못생긴지 아나보네 
저기요 저한테 하신말 맞네요 저 지금 심각한 모욕감을 느끼고 있는데 빨리 사과하세요
네? 다른사람보고 한말인데요? 그쪽이 너무 예민한거 같은데요?
제가 다들었어요 그 두분들도 잘생기신편은 아닌거같은데 그런말할 권리가 어디있나요 대체?"
70,1,"니가 드디어 아들을 낳으니 내가 속이 다 시원하다.
 네 아버지.
 내가 그동안 명절마다 사돈에 안부 전화할때마다 네가 네 역할을 다하지 못해서 얼마나 창피한 줄 알았니? 얼굴도 들지도 못했다.
 아 아버지. 하아. 제가 더 만 고생이 심했어요.
 니가 드디어 아기를 가졌으니 다행이야. 마침 아들이니 더욱 다행이고.
 네 아버지. 진짜 이 와서 너무 행복해요.
 근데 너 시험관하느라 몇 년 허비 한 거 알지? 니 나이가 몇인데 빨랑 둘째 가져.
 아버지. 저 진짜 힘들게 아기 가진거고 둘째 생각 없어요.
 네가 큰 딸인데 그게 무슨 소리야? 빨랑 둘째 가져라. 애 키우느라 쉰다매. 어차피 시간도 많은데 병원 다니면서 힘써라.
 아버지. 애 키우는 것도 힘들어요. 정말."
74,1,"안녕하세요. 혹시 번호 알수있을까요?
아니요 죄송해요.
한번만 주세요.
저 가야해요. 죄송합니다.
아니요 그냥 번호만 주세요.
싫다고요.
이게 돌았나. 그냥 번호만 달라고.
싫다고요!
번호만 주면 될것이지 왜 소리를 질러. 멍청해서 그런가.
뭐? 멍청이요?
그래 멍청!"
77,1,"나 아니야 정말로 
어 그래 너 나중에 나한테 좀 맞자
미안
얼굴도 거지같은게 
미안해
진짜 왜 그렇게 사냐? 재수없으려니까
내가 미안해.
너 한번만 더 그러면 자퇴시켜버린다
미안. 근데 내가 그런건 진짜 아니야.
그걸 믿으라고? 됐고 말하기 싫으니까 꺼져"
78,1,"여기 서비스좀 주세요
네? 오천원어치 사셔서 제가 남는게 없어요 죄송해요
저기 나 맘카페 회원인데 이런식으로 정없이 장사하면 안되는거 알죠 요새?
아 죄송해요 제가 다음에 오실때 더 드릴게요
내가 다음에 언제 올지 알고 줘요? 그런 약속보다 지금 실행에 옮기세요
아 정말 죄송합니다. 제가 여유분도 없어서
아니 여기 왜이렇게 답답하게 굴어?
죄송해요. 양해 한번만 해주세요
그렇게 장사하다가는 오래 못가
.네 죄송해요"
94,1,"야 니 왤캐 못생겼냐?
뭐라그랬냐?
으 나 보고 말하지마 니 얼굴보면 토나올거 같어
너 말이 심하다??
우웩 맷돼지가 말을하네 니 그얼굴로 다니면 안쪽팔리냐?
야 그만하라했다
난 사실을 말한것 뿐이잖아 내가 뭐 틀린말 했니?
나 좀 그만 괴롭혀
내가 니 얼굴이였으면 난 그냥 안살았을듯 니 참 대단하다 
진짜 그만해"
103,1,"야 니 도시락에 닭다리 내놔
네? 저도 먹어야 하는데
야 우리 형제같은 친구아니냐 새끼야 괜히 피곤하게 하지말고 하나만 줘
그래 알겠어.
와 잘먹었다 하나만 더 줘봐
아니 줬잖아 왜 또
지금 대드는 거야?
아 아니 미안
까불지마"
105,1,"야 넌 왜 말이 항상 어눌하냐?
놀리지마
뭘 놀린다고.사실을 얘기하는건데 크크
난 안어눌해?
난 안어눌해 
따라하지마
크크 따라하지마
하지말라니까 듣기싫어
애기처럼 징징거리기나 하고 얼레리꼴레리
하지말라고 흑흑"
111,1,"야 왕따! 뭐하냐
 오늘 머리는 감고왔냐?
 또 왜그래. 학폭위 한번으로는 모자르디?
 이새끼가! 너 죽고싶어 환장했냐?
 야 냅둬냅둬. 또 건드려봤자 좋을거 없어
 니 친구는 잘아네. 나 건드려봤자 좋을거 없으니 갈길가라.
 아오 진짜. 너 오늘 집에가는길 조심해라.
 걱정마. 너같은 새끼 때문에 엄마가 데리러 오실거다.
 이 새끼가 지금 장난하나. 확!
 야 참아참아. 가자. 얘랑 얽혀서 좋을거 없어."
113,1,"아니 감자가 왜이렇게짜!
고객님 무슨일이세요
감자가 너무 짜다고 감자가 아니라 소금이야
죄송합니다 고객님. 감자튀김엔 원래 소금이.
아니 고객이 소금이라면 소금이지 무슨 말이많아?
아니 그게 아니라.
그게 아니면 뭐야? 여기 직원 태도가 왜 이따위야 사장나오라그래
고객님. 죄송합니다.
손님이 왕인거 몰라??
죄송합니다
에이씨 너나 먹어 소금같은 감자
죄송합니다."
114,1,"너 일로 따라와봐.
왜 그러는데.?
그냥 닥치고 따라오라면 따라와 진짜
어어.
너 잘보니까 국어쌤이랑 닮았다? 너?
헐대박 똑같네
나 아까 국어쌤한테 불려가서 혼난거 알아 몰라. 화풀이상대가 여깄구만!
아 하지마.
뭐? 하지말라고? 벙어리가 말도 하네?
.너네들 신고할꺼야.!.
뭐? 할 수 있음 해보시던가 그냥 짜지고 살라고 학교에서"
116,1,"야 얘들아 길동이네 엄마 장애인이래
헐 대박 뭐야 진짜? 쟤는 그러면 장애인 엄마가 해주는 밥 먹고 다니는거야?
그렇다고하네? 어쩐지 어우 냄새
아 아니야우리 엄마 냄새 안나
안나기는 어우 냄새 저리가!!
아니야! 진짜 냄새 안난다고 그냥 너희랑 똑같은 밥 먹은거야
뭐? 똑같.? 뭔 소리니 너희 엄마 장애인인데 뭐가 똑같니?
흥 그니까말이야 어딜 니가 우리랑 같아지려고하니? 니 엄만 장애인이야
아니야아니야
울보래요 울보래요
흑흑"
117,1,"야 장애인새끼? 팔병신이 밖에 돌아다니면 안되지.
 뭐라고? 넌 대가리병신이냐?
 뭐래 이자식이? 팔다친주제에. 다른 팔도 부러뜨려줘?
 그만하고 그냥 가던 길 가세요.
 공부만 하면 뭐해. 팔이 하나 나갔는데. 이새끼는 나중에 딸도못쳐.
 나 왼손잡이거든?
 아 그러세요? 그러면 왼손도 아작내드려요?
 너 대가리부터 고치고 와라.
 적어도 너꺼보단 나아. 개병신아.
 경찰에 신고할거야."
120,1,"뭐 주문하실거죠?
 뭐 주세요
 왜 이리 안나와
 빨리 드릴께요
 지금 시간 안보여요
손님 10분도 안지났어요
 빨리줘요. 여긴 서비스가 엉망이네
 죄송해요
 왜 이리 늦어. 빨리 안줘요.
 알겠습니다."
122,1,"어머 도윤아 더 예뻐졌네?
진짜? 고마워 . !
뭐야 진짠줄 아는거야?
아. 아니었구나
참나 지가 이쁜줄아나봐 ? 꼴에
미안 .
얘 너 못생겼어 정도를 알아
.알아
알면 가만히있어
응."
125,1,"기사님 제가 지금 휠체어라서 저상버스다리를 내려야 탑승할수있습니다
아니 하필 출근시간에 사람도 많은데 다음버스타면 안돼요?
지금 이버스 못타면 지각이라 한번만 부탁하겠습니다
그럼 사람들 다타면 마지막에 타세요
네. 부탁하겠습니다
다리 내릴테니깐 빨리 타세요.
기사님 여기서 내려야합니다
아 정류장에 차많이 밀려있는데 그냥 도로에 내려드릴게요
너무 위험한데 조금만 인도랑 가까이 부혀주시먘 감사하겠습니다
에이. 진짜 바빠죽겠는데 귀찮아 죽겠네 장애면 집에나 있지."
127,1,"어이 거기 뒤뚱거리는 놈 
나?
그래 너 여기 뒤뚱거리는 놈이 너밖에 더 있냐?
놀리지마
네 다리가 짧은걸 얘기하는데 뭘 그리 흥분하시고 그래
그 따위로 말하지 말라고
그럼 장애인 새끼라고 불러줄까?
나도 이름 있어
그래그래 이름 있으시구나
자꾸 그렇게 대꾸하지마"
131,1,"인테리어비 좀 깍아주세요
네? 이것도 진짜 많이 깍아 드린건데요
아 그런데 나 맘카페운영진인거 아시죠?
네.
내가 카페에 후기도 잘써볼테니까 더 깍아줘여 한 삼백 까주는거어때
사모님 인건비도 안나옵니다
아니 남는게 없다는건 다 업자들이 하는 그렇고 그런 말이구
. 삼백은 진짜 안돼요
사장님 그냥 통크게 해 아직 젊은거 같은데 업체라도 망하면 큰일이잖아 그렇지? 괜히 입소문 타서 좋을 거 없어
생각좀 해보겠습니다"
135,1,"님 그만 좀 죽어요. 게임 지고 있는 이유가 님 때문이잖아요.
저 별로 안죽었어요. 헬프 핑 찍어서 나도 핑 들어갔는데 같이 죽어놓고 왜 정글 욕 해요?
님 그만 좀 핑계 대요. 똥손인가 자꾸 죽네.
정글차이
인정
봐요 팀원들도 다 인정하잖아. 사람이 좀 인정을 하고 살아야지.
아니 왜 나한테만 그러냐구요?
님 키보드 칠 시간에 게임이나 하세요.
님 제발 조용.
진짜 양심 없나.
아니 그리고 여러분들이 저보다 많이 죽었잖아요.
차단 신고 하시죠 여러분
네
정지 당해봐야 정신차리지"
140,1,"아저씨 자리 좀 비켜주시겠어요?
응.? 뭐때문에 그러는건지 알려줄수있니
아저씨 꼴 좀 보세요 
그게 무슨말이야
노숙자마냥 꾀죄죄하고 냄새나요
아 .미안하네
미안하면 저희 가게 찾아오지마세요 
아.
저희 가게 망하면 책임지실거에요? 그럴 능력없으시면 좀 오지마세요
아.알겠네"
145,1,"야 못생긴놈
뭐야 그만해
얼레리꼴레리 너는 눈도 작고 코도작고 못생겼냐
그만해 선생님안테 이를꺼야
이르던지 말던지 못생긴놈아
그만하라고 스트레스받아
못생긴게 어디서 말대꾸야
저리가 너때문에 학교 못다니겟어
나오지마 제발 너 얼굴 보기 싫어
비켜 엄마안테 이를꺼야
얼레리 꼴레리 못생긴게
죽고싶다"
146,1,"애 너는 옷이 이게 뭐니?
네 어머님?
아니 구질구질해서 내가 너랑 같이 다니기가 정말 챙피하다 애
아 죄송해요 애기 보는중에 급하게 부르셔서 대충나오다보니
그래서 내 잘못이라는거니?
아니요 아니요 그런 말은 아니였어요
아휴 학벌도 짧고 남탓도 잘하고 우리 애가 뭐가 좋아 너랑 결혼한지 모르겠다 애
어머니.아무리 제가 미워도 그렇죠 애가 듣는데.너무하세요
애 눈물보이지마라 딱 질색이니까
네. 알겠습니다"
148,1,"야 걔 짜증나지 않냐? 너 걔랑 놀기만해
왜그래 갑자기
갑자기? 너도 당하고 싶지?
다 좋게 지내면 안돼?
아 너도 맞아야 정신 차리겠구나
왜그래
왜그래? 어디서 말대꾸야?
아.미안해
미안할 말을 왜해?
알겠어"
149,1,"오늘 건강검진 하는 날인거 다들 아시죠?
 아 내 몸무게 안 알려줬으면 좋겠다.
 걱정되냐? 하긴 니 배에 달린 튜브를 보면 그럴 만도 하다.
 너 자꾸 놀릴래?
 이게 놀린 건가? 나는 사실만 말했는데 
 너 자꾸 놀리면 쌤한테 이른다.
 쌤한퉤 이른뒈 내가 뭘 잘 못 했는데 이르냐 
 너 진짜 그만해라."
150,1,"거기 물 좀 떠와 이거는 버리고
나 이거 아직 못 끝냈는데.?
내가 그런거까지 신경써야해?
그냥 하라면 하지 뭔 말이 많아
놔둬라. 멍청해서 어디에 쓰냐
그만해. 나 안 멍청해
뭐라는거야.
어디서 개가 짖는데?
그만해.진짜.
그만 안 하면 어쩔껀데? 치게? 쳐보든가
치지도 못하면서 눈 깔아라"
155,1,"아줌마
 네 안녕하세요
 아줌마 여기 지금 사람들 많은거 안보여요?
 네 보이는데 저도 제 업무를 하고 있어서요
 아줌마 왜 사람들한테 피해를 줘요?
 피해라니요? 제가 청소를 깨끗이 하고 있는건데요
 아침부터 걸리적거리잖아요
 말씀이 심하신거 아니에요?
 이 아줌마가 내가 누군줄 알고!!
 뭐라구요?"
161,1,"나 살찐 것 같아 그치 
아냐 너가 뭘 살이쪄
아니야? 정말?
웅 너가 살찐거면 난 뭐야 
넌 돼지지
어.?
눈치는 빠르네 다행히. 제발 살 좀 빼
나도 알아.
아는데도 안빼? 너 몸에 만족해 설마?
사람들 많은데 이러지마
정신 좀 차리고 부끄러운줄 알라고"
163,1,"아니 피뽑는게 왜이렇게아파!
환자분 원래조끔 따금해요 바늘이 들어가는데 안아플수가없잖아요
아니 안아프게 뽑는게 능력아니야?
바늘이 들어가는데 어떻게 안아프겠어요
피뽑는 능력도 없으면서 말대답하는 능력은 있나봐
환자분 말씀이 지나치세요
아휴 아파 멍들면 책임질거야?
환자분.너무억지쓰시면 저 힘들어요
나도 니가 피를 너무 아프게 뽑아서 힘들다고!
아.휴.죄송합니다
진작 그럴것이지"
165,1,"어이 너희 집 어딘지 이제 아는데.
 왜 이래 제발 우리 집에는 오지마.
 그럼 내가 얘기한 거 하면 돼잖아.
 그걸 어떻게 내가.
 안돼면 집에 내가 가야지.
 제발 오지마
 그럼 저기 가서 면담좀 하자.
 제발 안돼요. 할게요.
 그때 얘기했다. 보고 가야지.
 알겠어."
172,1,"이민수 너 교무실로 당장 따라와
네? 저요? 왜요?
너 이 동영상 뭐야! 
아 그거요? 그거 어제 대영이랑 논 건데요?
니 눈엔 이게 노는거야? 얘가 쓰레기 뒤집어 쓰고 어 ?
아 대영이 한테 물어보시면 되잖아요 야 니가 대답해봐. 어제 우리 놀다가 니가 벌칙받은거지?
어.?.아. 선생님 저.그거 제가 어제 애들이랑 놀다가.그런거에요.제가 원해서 한거에요.
뭐? 너 이게 정말 논거라고?
네.제가 내기에 져서 애들이랑 장난친다고 찍은 동영상이에요. 저 괜찮아요.선생님.
거봐요! 전 잘못없어요!
.민수야 이제 동영상 지워주면 안 될까.?
내가? 음 그냥 지워주기는 너무 아깝고 너 그럼 이번 학년 내내 내 셔틀하면 지워줄게"
176,1,"지연아 안녕?
 앗 현서야 안녕!
 집에 있다가 학원 가는거야?
 응 이제 학원 가는 길이었어
 나 오늘 너네 엄마 봤다?
 응? 어디서?
 어디 건물 화장실에서! 너네 엄마 청소부야?
 아. 응 우리엄마 청소부셔.
 헐 진짜? 너네집 동수저 구나?
 동수저라고? 무슨 말을 그렇게해.
 너네 엄마 화장실 청소부 잖아 그럼 너네집 완전 가난 하겠다!
 야. 말조심해. 우리엄마 청소부여도 우리가족은 마음까지 가난하지않아."
177,1,"여보 이제 슬슬 당신도 일 해야하지 않을까?
응 ? 왜 ?
나 혼자 버는 돈으로 힘드니까.
싫어 당신이 돈 더 벌어오면 되는거아니야 ? 결혼 할때 약속했잖아 난 육아만한다고
아.
이것봐 결혼하면 다 변한다니까? 당신이 밖에서 일하는것보다 육아가 더 힘들어
그건.좀.
나는 일 할 생각없고 당신이 투잡을 하던 뭘 하던 알아서해
하.
밖에서 일하는게 뭐 얼마나 힘들다고 이래? 당신이 일머리가 나쁜게 아닐까? 다른 남자들도 다 하는데 당신은 왜 못해?"
178,1,"야!왜 밀어.
안 밀었는데? 니가 젓가락처럼 말라서 힘이없는거 아니야?
너가 분명 밀었잖아.
얘들아? 지가 힘없어서 넘어진걸 나보고 밀었대. 집에 쌀이 없나봐.
정말 너 나한테 왜그러는거야.
꼬라지하고는 말하는것도 바보같아
우린 친구잖아. 잘지내보자.
친구?누가 너랑친구니?너랑나랑은 수준이 달라.
너 너무하다 정말.
내가 뭘?"
179,1,"아 얘봐 얘 신발봐
하하하하 진짜 신발 대박 꼴에 이런거 신네
이.이거 선물받은거야.
누구한테? 너같은 찌질한 가난한 애한테 누가 이런걸 줘?
그.그런사람 있어.선물줬어.
얘가 어이없네? 이런거 받으면 우리한테 줘야지? 너같은 찌질이한테 이런거 어울리니?
아 안돼.이거 선물 받은거라 안돼.다른거 줄게.
아냐아냐 너가 가진거 다 거지같아서 손 대기도 싫어 근데 그 신발은 신상이잖아
미안해.내가 다음에 줄게 진짜 오늘은 그만하면 안될까.
이거 안주면 힘들텐데? 그냥 주고 끝내지? 안주면 내가 어떻게 할지 궁금해?
진짜 미안해 이 신발만은 안돼."
