idx,class,conversation
110,2,"저기 김주임님. 이 엑셀 파일 마케팅부에서 정리하기로 한 것 아니었나요?
 아 그거 제가 일이 많아서 대신 좀 부탁해
 네.? 이걸 제가 왜 해야하나요?
 내가 지금 일이 많다고.
 그래도 제 담당 업무가 아닌데 제가 대신 하는 건 좀 아닌것 같습니다.
 아니 상사가 바쁘다는데 이런 잡일 좀 대신 해주는 게 어려워?
 아니.그래도 남한테 떠맡기는 건 아니죠.
 뭐? 지금 나랑 싸우자는거야? 어디서 말대꾸야! 하라면 해!
 하.알겠습니다. 죄송합니다.
 빨리 처리해서 오늘 오후까지 정리해놔"
112,2,"어우 정대리 이번에도 참 글래머 스럽게 입고왔네
네? 지금 저한태 하신말이세요?
뭐 내가 틀린말 했어?
아니 말이 너무 성희롱 같잖아요
아니 이쁜걸 이쁘다고 하지 그런 소릴 듣고 싶지 않으면 꾸미지를 말던가
아니 진짜 너무 심하신거 아니에요!
아니 이 새끼 봐라 나한테 감히 대들어?
부장님 참으세요 요즘 시국에 여자들이 너무 나대는거 아시잖아요"
115,2,"거기 김대리. 나랑 잠깐 얘기 좀 해.
네 알겠습니다.
자기 요새 회사 내에 안좋은 소문 돌고 있는거 알고 있어?
네? 어떤 소문이요?
아니. 당사자가 모르면 안 되지.
네? 저요?
뻔뻔하네. 아주 철판을 까세요.
아니 무슨 말씀이신지.
몰라서 물어? 양심은 있니?
죄송한데 무슨 말씀이신지 모르겠습니다."
132,2,"이거 인계받을때 제 업무 아니였는데요
아 그랬나? 새로와서 잘 모를텐데 보통 이쪽 담당이 일 다 하더라고
그래도 인계를 미리 받아서 그전까지 작업 다해놨어요 갑자기 이러시면.
바쁜거 아는데 그래도 원래 이쪽 담당이였어 그러게 물어보고 일을 진행했어야지
회사가 어떻게 진행되는지 저도 인계 받아서 아는데요 그래도 이렇게 막무가내로 진행할 수 없어요
아이 아직 회사일 잘 모를수 있어 이건 이쪽이 맡는 걸로 하자"
137,2,"신과장 오늘 사직서 쓰고 내일부터 나오지 말게나.
네? 왜 그러시는거죠? 저 사직서 쓴다고 얘기 드린 적 없는데요. 다른사람이랑 착각하시는거 아닌가요?
신과장 착각이 심한건가 눈치가 없는건가? 진짜 왜 짜르는지 모르나? 아니면 알면서도 모른척 하는건가?
저요.? 죄송한데 진짜 갑자기 왜 그러시는지 모르겠어요. 저 회사에 뭐 크게 일 낸것도 없는데.
1년전에 말이야. 누가 우리 회사 세금횡령한다고 내부고발했을 때 그게 누군지 몰랐거든? 근데 이제 알았어 신과장 자네가 내부고발 했다며. 지금까지 꽁꽁 숨기느라 힘들었겠어. 남의 등에 칼 꽂으니까 좋아?
그건 법을 어겼으니 신고한겁니다. 그리고 내부고발로 사직시키는거 법원까지 갈 수 있는 문제라는거 아십니까?
동료를 믿지 못 하고 외부에 신고한 사람은 더이상 우리랑 일 할 자격이 없어. 당장 내쫓기전에 짐 정리하고 내일까지 자리 비워. 너 말고도 유망한 인재 많으니까. 동료 등에 칼을 꽂았으면 끝을 볼 각오는 했어야지.
부당 해고 하시면 신고할겁니다. 저는 그때 마땅히 해야 할 일을 했을 뿐이에요. 제가 이렇게 쫓겨나야 할 이유 모르겠습니다.
모르겠다고? 아직도 그 말이 나와? 그때 감사 들어가고 회사 한동안 고생 많이 했어. 그정도는 동료로써 눈 감아줄 수 있는거 아닌가? 넌 동료의 믿음을 저버렸어. 빨리 나가. 꼴도 보기 싫으니까. 월급은 대충 내가 일한 날에 맞춰서 계좌로 보내줄게.
너무하시네요. 저도 이런 회사에 더 이상 있고 싶지 않아요.
우리도 같은 입장이야. 자기 혼자 정의로운 척 하는 사람하고는 일 할 이유 못 느껴."
144,2,"허가는 받은건가?
아뇨. 저희 이번 안전시설이 미흡하다고 하시네요.
뭐?아니 당장 허가 받아서 시작해도 모자랄 판에 이제와서 다시 준비를 한다니?
안전사항에 미달되는 조건이 너무 많다고 하시는데.
됐네. 내가 아는 다른 업체에 부탁해볼테니 그냥 내일부터 진행하도록 하게.
네? 그러다가 인부들 조금이라도 위험하게 된다면 그 후에 문제가 너무 커질텐데요.
그건 그 때 가서 생각해도 되지않나? 지금 시작도 안해보고 너무 미뤄진 거 안보여?
그치만 무엇보다 중요한게 인부들 안전이라고.
인부들 안전이야 중요하지. 근데 지금 우리보다 더 중요해? 이거 때 맞춰 진행못하면 너나 나나 둘다 모가지야 알아? 인부들한텐 말하지말고 진행시켜.
이건 좀 아닌 것 같은데요.
니가 못하면 내가 할테니까 넌 빠지던지. 대신 다신 이런 기회 없을 줄 알아."
147,2,"어이 신병.
이병 김범례.
와봐.
네.
네? 뒤질래?
.자.잘못들었습니다?
카드 있냐?
네 그렇습니다!
줘봐. 좀 쓴다.
아.알겠습니다.
? 표정 안푸냐?
죄송합니다.
좀 쓴다?
네 알겠습니다"
157,2,"선배 제 뒷담 그만좀 하세요
내가 언제
이제 저도 지칩니다.
들었어?어디서?
많이 들었어요
못생긴게 일못한다는건 팩트잖아 
선배 저 신고할게요
하던지요 시끌벅쩍 재밌겠네
사과 하시면 저도 끝낼게요 참는다고요
하던 일이나 하세요"
158,2,"어이 강대리 저기 가서 아메리카노 두잔이랑 달달한 빵좀 사와
부장님 저 지금 밀린 일이 너무 많습니다 
어쭈? 그건 니사정이고 임마 그런식으로 해봐 진급하기 싫지?
회사일을 열심히 하고 있는데 왜 그러십니까 부장님
당장 사와 강대리
네.
어휴 이부장 요즘 대리새끼들 너무 빠졌어
살살해 김부장 요즘 애들 이 그렇지 뭐
부장님 여기 사왔습니다
그래 왜이렇게 자리를 비워? 빨리 업무 끝내"
159,2,"민선씨 점심 먹고 외근 나가죠?
 네.
그럼 나갔다가 오는 길에 힐튼 호텔 예약 좀 해줘요.
네? 그건 온라인으로도 가능하지 않을까요?
스위트룸 있나 확인하고 직접 예약 부탁해요
죄송합니다. 외근이 사적으로 나가는 건 아니여서요.
민선씨 회사생활 편하게 해야지 안그래?
부장님이 예약하시는 방법도 있습니다.
퇴근하고 가서 없으면 민선씨가 책임질 거 아니잖아 그러니까 빨리 좋은말로 할 때 알아와.
부장님 죄송합니다."
164,2,"박대리!!!!!! 이리 좀 당장 와요.
네. 부장님 무슨 일이시죠?
아니 지금 뭐하자는 거지? 내가 아까 낮에 분명 이 서류 정리해서 보고하라고 하지 않았나?
네? 죄송한데.저는 전달 받은게.
아니 그럼 지금 김과장이 전달을 안해줬다는 건가?
네? 아닙니다. 저는 전달 했습니다. 박대리 생사람 잡는 건가? 다른 직원들도 다 내가 전달하는거 봤다는데
네.?저 정말 들은게 없습니다.메신저로도 전달 받지 못했습니다.
무슨 소리야! 지금 다른 직원들이 다 김과장이 전달하는 거 봤다는데 자네 지금 거짓말까지 하는 건가?
아닙니다. 죄송합니다. 지금 바로 처리하겠습니다.
박대리 그러니까 처음부터 알아서 잘 기었어야지 뿌린대로 거두는 거야 조심해 앞으로도."
166,2,"야 새끼야 내 앞에서 짭밥먹은 티 내지마 내가 못하는것 처럼 보이잖아
아니 저라도 일을 잘해야 직원들 빨리 끝나죠
직원들이 뭔 상관이야 내가 진급해야 하는데
뭐라고요
내 자리를 뺏을라고 하지마 새끼야
그럼 어떻게 할까요? 제가 일 잘 못할까요?
이 놈이 또 대들어? 니가 공장에서 선후배 관계를 알아!
아니.
안돼겠다 넌 특별히 야근이야 동료를 그렇게 위한다면 세명은 그냥 일안하고 수당받고 넌 걔들 일 대신해
아니 진짜"
173,2,"이사원 이업무좀 내일까지 할수있나
저 지금 하고있는거도있고 내일까지는 힘들거같습니다.
지금 오전인데 내일까지 안된다고?
저 내일까지 제업무하기도 벅찹니다.
그래서 하기싫어?
다른팀업무를 왜 제가 해야됩니까.
자네 야근도 안하고 항상퇴근하던데 야근해서라도 하면되지않나
아니왜 다른팀업무를 제시간투자해서 하느냐 이말입니다.
자네 이번승진심사 내가 담당인거알지?
너무하십니다. 정말"
175,2,"야 너 이자식 직업군인이면서 서류정리 똑바로 안할거야?
죄송합니다.
시끄러 새끼야 푸쉬업 30개 실시
시 실시
아이고 어찌 벌 받는것 조차도 못받냐
죄송합다
시끄러 내가 언제 말할 기회를 줬어?
아.
야 이 자식아 내가 말했으면 대답을 해야 할것 아냐 벙어리야? 발로 차야 말을 들어?
아파 아 아닙니다."
181,2,"영업팀의 지희씨 뭔가 혼자만의 세상에 빠진 거 같지 않아?
 왜요??
 아니 저번에 점심 같이 먹자고 했는데 본인은 점심 원래 안먹는다면서 본인 자리에서 씨리얼 까먹더라구?
 원래 점심 안 먹는 사람들 많잖아요
 아니 그리고 저번에 팀장님이 지희씨 새로 들어온 기념으로 회식 같이 하자고 했는데 본인은 집에 일이 있다고 그냥 가버렸대요 글쎄!
 아 그래여.?
 그니까 생각해서 팀장님이 말한건데 사람들 앞에서 그렇게 대놓고 거절해서 팀장님이 민망해하셨다는 말이 있어요
 할 말은 하는 스타일이시구나.
 그리구 뭔가 넘 혼자 있는 것 같아서 말 걸면 넘 단답으로 대답하고. 챙겨주려고 한 제 맘이 머쓱해진달까 
 뭔가 좀 거리를 두는 거 같긴하네요 지금 다시 생각해보니까.
 점심시간에도 혼자 웹툰만 보는 거 같더라구요.
 그래도 회사생활 하려면 사람들이랑 얘기도 하고 본인 의지가 좀 보여야 하는데
 그러니까요. 저러고 또 저번 사람처럼 금방 나가는 거 아닌가 몰라요
 에휴 그럼 또 또 사람 뽑고 인수인계 하고 복잡한데"
182,2,"미스터 강 뭐하나?
안녕하세요 팀장님 이 늦은 시각에 어쩐 일로 연락을 주십니까? 드라마 보며 쉬고 있습니다.
아 그래!? 혼자서!? 뭐 보는데.
요즘 인기 좋은 드라마 보고 있습니다. 뭐 하실 말씀이라도
아니 뭐 나도 밤이 외로워서 술 한잔 하고 싶은데 마땅히 연락할 사람도 없고 해서 연락해봤지 미스터 강 나랑 술한잔 할까?
팀장님 지금 11시가 다되어 가는데 팀장님은 가정도 있으시고 그건 좀 곤란할 거 같습니다.
남편은 출장가서 오늘 안 들어오고 아이들은 부모님댁에 맡겨놔서 난 괜찮은데 그럼 우리 집으로 올래??
아닙니다. 급하신거 아니시면 내일 사무실에서 말씀하시면 안될까요? 제가 좀 피곤해서요.
아니 그럼 톡으로라도 얘기 좀 하던가. 심심해서 드라마 보면서 나랑 얘기하는거 싫어?
아닙니다. 싫은게 아니라 너무 늦은 시간이라 저도 좀 쉬어야
11시가 뭐 늦은 시간이야 아직 초저녁인데 나랑 얘기 좀 더 하자"
187,2,"김 대리 승진해야지
 부장님 그래도 이건 아닙니다.
 사는게 다 그래. 나는 이렇게 안 한줄 알아?
 그래도 전 제 소신을 지키고 싶습니다.
 소신은 나가서 지켜요 여기 말고요
 부장님.
 난 말했고. 김 대리가 부처할거면 해. 근데 여긴 그런 곳 아냐
 어쩌면 좋죠.
 그걸 알면 내가 알려줘? 알아? 그냥 닥치는대로 해
 알겠습니다."
191,2,"은미씨 나 좀 도와줘
어떤거요?
우리집 이사하는거
제가 그걸 왜?
도와줄수 있지?
아니요.
안된다고?
네 제가 그걸 해야하는 이유라도 있나요?
안도와줄꺼면 일 그만둬
죄송합니다."
197,2,"여기 또 재떨이 날아다녀야 정신 차릴 인간 있구만
죄송합니다
으이구 꼴도 보기 싫어
말씀 주시면 다시 해보겠습니다
다시 한다고 제대로 하겠어? 허구헌날 알려달라고만 하고
죄송합니다
머리는 폼으로 달고 다니냐?
이번엔 잘 해보겠습니다 
시키는 이상을 해야지! 옆 부서 김대리한테 좀 봐봐! 잘하잖아
기대에 어긋나지 않게 노력해 보겠습니다"
198,2,"저 담달 중순에 연차를 쓰고싶어요
뭐라고? 회사 바쁜거 몰라?
부장님 저 올해 한번도 못 쉬었어요.
신입사원이 다 그렇지. 안돼
담달에 가족여행이라 부탁드려요
큰일도 아니네. 내년에 써
아버지 칠순기념 여행입니다
여행 후 회사 푹 쉬고싶어?
부장님 한번만 부탁드려요
바쁘니까 자리로 돌아가."
204,2,"김대리.
네 과장님. 무슨 일로 부르셨습니까?
어제 신청했던 휴가 안 될 것 같네
네? 저는 요건에 다 맞춰서 신청했는데요.
그 날은 내가 휴가를 내야할 것 같아서 김대리 휴가는 반려됐어
과장님 그 날 안 쉬시는 날로 알고 있었는데요.
내가 갑자기 일이 생겨서 쉬어야 할 것 같으니 김대리는 회사에 남게
과장님. 저도 그 날 일이 있어 미리 신청한 휴가입니다. 곤란합니다.
뭐라고? 네가 과장이야? 내가 먼저지 네가 먼저야?
과장님 너무하십니다."
206,2,"저기요. 박과장님.
네?
내가 박과장님 어떻게 승진 했는지 모를 거 같아요?
무슨 말씀이신지.
부장님이랑 어제 술집에 둘이 계시는 거 봤거든요 ?
그게 무슨 문제가 되나요 ?
우리 회사에 여자 과장님 없는 거 알죠? 박과장님이 이례적이라구요. 뻔하지 않아요?
그 동안 회사에 여자 과장님이 안 계셨던 건 회사의 입장이고 현재 제가 과장이 된 게 문제가 되나요?
아니 웃기잖아요 우리 입사 동긴데 혼자 갑자기 계급상승하고 결과로 이기기 힘드니까 작업친거 아니에요?
말씀이 지나치시네요. 그리고 전 결과로도 충분히 타당한 부분이라고 생각하는데요.
그건 모르는 일이죠. 술을 마신건지 웃음을 판건지 다른 걸 팔았는지는 앞으로 팀 내에서 얘기 좀 나올텐데 각오는 되셨죠?"
212,2,"아.
왜그러십니까 팀장님?
사장새끼 같네 
왜 그러십니까?
아 몰라 그새끼 짜증나
그렇군요.
정대리 너도 마찬가지야 
예?
너도 마찬가지라고 병신같은놈아
왜그러세요"
213,2,"야 미주야 업무좀 봐줘
미주야 이 업무도 좀 도와주라 
미주야 오늘 발표좀 너가 해라
이 자료 오타 좀 수정하고 결제 올려 미주야
엥 이걸 제가 다요 ??
어머 우리 그 시절엔 더 많이 했어 
맞지 맞지 호호
이건 껌이지 
너무 많은것 같습니다. 제 일도 아니구요 .
와 선배 부탁에 토도 다네 라떼는"
