text,label
"#@시스템#검색# 이앓이라해여하네
이앓이... ㅠㅠ 어렵다
늦게가니 차장님 뭐라셔 ㅍ
안계셔 ㅋㅋㅋ 나가셨어 ㅋ 전화 통화 한번 더 했어 운전할때 ㄱㅊ아
자기 스스로 안괜탆다나
그건 그렇지만 회사에는 아무 지장 없어 ㅎ
#@이름# 문화센터나 어딜 가야할까
충주에 어디어디 있어? 문센 어디가 좋은지 한번 찾아봐바
롯데마트 이마트 작년에 정책 지침으로 문센도 다 닫앗나봐
ㅇㅎ",일반 대화
"아 건너뛰니?
너네랑 뻐렁침을 논하고닜너
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 걔 분량이 많아서
아 보라선우 키스하는데
건너뛰면
욀케 안설레고
짧겠다 아니 그게
짜증나는지
얘네 눈에들아오지도않나
고딩키스냐? 아 시붐 하나도 안설레
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 전교회장이 저래도되니
아니 정팔이랑은 키스언제하냐고요
아니",일반 대화
"도리셀프 닭도리셀핑.. 마시께다..
왴ㅋㅋㅋ 왜 도리셀프엿죠?ㅋㅋㅋ
잇더도리셀프 닭도리셀핑 노래에서나오는 잡소리들리는대로 써봤으 시작도못했군
무얼요?
글쓰는거 구상이안떠올랑
핳.. 저도 공부아직시작도 못햇네여
역시 우리는이런동물이지
대신 이불 다 개고 설거지도 햇어 밥도먹구
모든걸다해두셨군
이제 공부만하면 완벽할텐뎅
뭘쓰지.. 으앙 책을좀읽어야겠군 오버워치를하자 정화를해야겠엉
넹?
앙오버워띠
저는 공부를 해보겟습니당",일반 대화
"아 난 기장추가 5마넌 들었다
난 뭐 예전에 탈색한거때문에 색맞춘다고 돈 추가됨 돈 추가하시면 제가맞춰드립니다~
그래서 맞춰졋나 ㅠ
뭐고 ㅠ 추가금액 안주면 안맞춰줄끼가ㅠㅠ
ㅋㅋㅋㅋ진짜 ㅠㅠㅠ 어이없네
사기꾼같다ㅠㅠ
나쁘다 ㅠ",일반 대화
"근데 진쟈 버스나 트럭운전하는 사람 중에 야 내 큰거 보이제 알아서 눈치껏해라 약간 이런식으로 기미 보이는 사람들이 좀 있긴 한가보다라구ㅠ 조수석에 앉은 사람은 잘 모르겟는 그런 묘한...신경전..??
아나 ㅋㅋ 진심 먼가 화물몰거나 하는쪽도 아님 일반차여도 소형차 겁나 무시하는거 보임,,
렬루...ㅋㅋㅋㅋㅋㅋㅋㅋ 언니도 그래서 차를 지금 뽑고싶은데 먼가 경제적인 요소들을 생각하면 경차이긴 한데 너무 서터레서 받을까봐 suv로 큰맘먹고 뽑아야할 지 계속 고민하드라
후우우움;;;;;;;고민될만",일반 대화
"치킨 시킬까 배민 오 쿠폰다소진됐군 다행 고민이줄었다
ㅋㅋㅋ 너 어젠가 #@이름#한테 치킨먹자 했었다며
엉 걔가 이미 시켰을줄이야 노어이
ㅋㅋ 타이밍이 참 안좋았네ㅋㅋㅋ
내말이 ㅋㅋㅋㅋㅋㅋ",일반 대화
"근데 교무실에서도 마스크벗지말래
난 내 폐활량이 이따군줄 몰랐어
디지겠음
숨쉬기가 힘들고 가슴이 막 턱턱막혀
ㅋㅋㅋㅋㅋㅋㅋ 레알 담배 끊었는데도 넌ㅁ힘들어
맞아맞아 진짜힘드러 ㅠㅠㅠ
나 94 못쓰겠엌ㅋㅋㅋ 덴탈마스크로도 충분히 힘듬
아..레알 진짜 진짜.................
후 다들 똑같구나 ㅋㅋㅋㅋㅋㅋ
그래서 며칠전에 저기 공원 같이간친구가 나보고 얼굴이 왤케 빨갛냐는거야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 겁나웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
마스크때문이라고하니까 사람없을때는 코 좀 내놓으라고 진짜 죽을거같다고
ㅋㅋㅋㅋㅋㅋ
그래서 나 맨날 레드야
ㅋㅋㅋㅋㅋㅋㅋㅋ",일반 대화
"블교는 잘 몰라
ㅋㅋㅋㅋㅋㅋ 나도 잘 몰라 ...학부때 수업으로 듣긴 했는데 어려워 불교는 ㅠ
그래도 반야심경을 외우며 108배를 가끔 하긴해
ㅋㅋㅋㅋㅋㅋ 그거 하면 머가 좋아
몸을 낮추면서 자기 자신을 낮추고 다시 일어서서 숨을 뱉으며 수양을 하게 되지
오호 ... 꽤 명상적인 행위인가 보다 어느 때 주로 하게 되는디?
응 사실상 명상이야",일반 대화
"근데 먹어야할고가태
머먹오
나 항아리수제비랑 파죤
헉스파전이라니 ㅜ
#@시스템#사진#
아이러부 파전
짱맛이야ㅠ 다머것당 히히
공항안에?
아닝 외식와쩌
쉬어?
쉬는 시간이엿다가 드러왓숨",일반 대화
"#@이름# 나 까였닼ㅋㅋㅋㅋㅋ 한달만에;; 되게 신중하게 얘기 많이 해보고 만난건데 ㅋㅋㅋㅋㅋㅋㅋㅋ 걔가 확신이 없대 갑자기 ㅋㅋㅋㅋㅋㅋ 당황
엥????????? 갑자기?????? 왜?? 어떤점에서 확신이없다는거야
모르겟어
걔도 엄청 어이없다...
그냥 나를 좋아하는거? ㅋㅋㅋ 그러니까 첨에 좋다고 표현 엄청 많이하고 더 많이 좋아해달라고 그러고 그러더니
한달동안이나 만났는데 갑자기 확신이없다는게 너무 황당한거같애",일반 대화
"굿모닝^^ 아홉시 기차타고 오면 좋겠네  ㆍㆍ 방역으로 11시까지하고 퇴장해야한다네 교환가능하겠지?
헐.... 내가 좀 촉박해.. 퇴근해서 밥 먹고 서울역가고 하는 ㅠㅠ 외근 후 바로  퇴근이라 ㅠㅠ 평소 보다 좀 늦거든
알써
엉 ㅠㅠ
천천히 나갈께
엉
청첩장 있으면 찍어줘
#@시스템#사진#",일반 대화
"이거 미드가 원작이람서 ㅋㅋㅋㅋㅋ
원작은 대사 수위도 더 쎄대요 보고 좀 놀램ㅋㅋㅋㅋㅋㅋ
부부의세계 끝나면 원작도 방송해준대여!!
대박ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저는 6화까지 딱 보고 하차했너용
결국 하차했엌ㅋㅋㅋㅋ #@URL#
오홍 여기 평 어때여?
카톡 광고에 떳엉ㅋㅋㅋㅋㅋㅋㅋㅋ 배송비만 내면 샘플 두개 준댕 후기는 나쁘지 않은거 같은데 많지도 아나
#@시스템#사진# 햇님님 지금 김밥 생방송인데 크기봐옄ㅋㅋㅋㅋㅋ
ㅇㅁㅇ
넘 조타,,
난 못 먹겠닼ㅋㅋㅋㅋㅋㅋㅋ 너무 커 ㅋㅋㅋㅋ
한입에 쏙 먹어요 ㅋㅋㅋ 희열 ㅋㅋㅋㅋ 내일 김밥 먹어야징,,,",일반 대화
"양재가는 버스 탔어요~ 감기 더 심해지지 않게 물 꾸준히 조금씩 먹어요ㅠ
ㅠㅠ미세먼지땜시 그런가
그럴지도.. 암튼 너무 찬물은 안 돼 감기걸리면 따뜻하게 해서 먹어야해 알았지?
ㅠㅠ웅웅 좀따 일할 때 계속 뜨거운물 마셔야겠당
#@시스템#사진#
헐랭 졸귀 미쳤네
여보랑 같이 갔다올게요
안돼 입지마ㅠㅠㅠㅠㅠ 넘 귀여워ㅠㅠㅠ 안돼ㅠㅠㅠㅠㅠ 나만날때만입어ㅠㅠㅠㅠㅠㅠ 앙대ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
이미 입고왔는데..?
#@이모티콘# 이쁘게 입어염
ㅋㅋㅋㅋ 넹넹♥",일반 대화
"이거어때 #@시스템#사진#
ㅎㅎ 이쁜가디건 샀네~~
ㅎㅎ 잉 단돈 만이천원!
싸네 ㅎㅎ 잘샀다 이쁜거
갠차나? 흰티가
이뻐 ㅎㅎ
더이쁠듯
앙 ㅎㅎ",일반 대화
"내가 운전하는 차 괜찮겠어??ㅋㅋ
#@이름#언니차도 타고 다녔는데 뭘
그래도 언니는 조금 안전한 차잖어 ㅠㅠ
차가 공장에 많이 갔다옴 #@이모티콘#부르르#
잎뒤가 길어서 앞뒤가 오빠는
그럼 렌트지ㅋㅋㅋㅋㅋㅋ
차를 절때 안 주겠지?? 새차니까 더더욱
언니는 차를 안주겠자 지 형부가 더욱
우린 뭐 젠장 치사해 렌트할까",일반 대화
"#@이름#이 탈락했어 너 때문
엥; 먼탈락 대만 못가냐 ㅋㅋㅋㅋ 풉
Hsk
ㅋㅋㅋㅋㅋㅋㅋ 푸우우웁 다시봐야지뭐 어쩌겠니
뿌에엥
뿌레엥",일반 대화
"ㅋㅋㅋㅋ 저 흰색 눈이야?
엥?? 아니 히히 #@시스템#사진# 이제 밥먹어용 #@이름#는?
ㅋㅋㅋㅋㅋ 삼시세끼같당 나 술막구이쏭
오늘은 무슨술마셔? 머리는 좀괜찮아졌어??
쏘오~~~쥬 히히 취해써 만취얌
엥?? ㅠㅠ 멤버들이",일반 대화
"도망갈게
와우 카레 맛나게 비비그왕
응응 >.< #@이름#두 맛난 밥 ㅠㅠㅠ
뭔가 너에게 할말이 있었던것같은데 고새 까먹었당
어서 기억해주도록해.
ㅋㅋㅋㅋㅋㅋ 헤 별로 중여한게",일반 대화
"아니지금이해가안됨 그럼뭘신느거야
운동화
아
근데 운동화신으면
운동화를쭉신느다고!
코트보다는 롱패입어야할듯 이 코트도 운동화랑 안 어울려
훔 어렵군",일반 대화
"#@시스템#기타# #@시스템#기타# 우리언니가 추천해준 맛집ㅋ
로코민트 72420 중에 먹자 ㅋㅋㅋㅋㅋㅋ
베트남 음식 괜춘? 둘다 좋은데 고민되네 #@시스템#사진# 영화 이거 어때?
좋아! 너 이거 봤었어?
아니 다른 영화도 즐겨찾기로 해놔서 내일 고르쟝
구래드래 쌀국수콜!
쓰읍 살짝 빠쓰타도 땡기는데~~??",일반 대화
"왜 목이 길어지는 기분?
어깨가 내려갔나바...
돈들어왓다 돈이없다 ㅠ 뭐지 ㅋㅋㅋㅋ 젤다의전설 사고시퍼
땅콩크로플먹고싶다
Zzzzzzz #@시스템#사진# 이거?
;악 존맛탱 따끈따끈,,,,,
다시 보니 풍경이 예술이군
ㅠ
홈스윗홈에 가고싶다....
유투부 시루봐.... #@URL#",일반 대화
"이럴수도 저럴수도~~
아 #@소속# 다닐땐 뭐만하면 경력이였는데 #@소속#오니까 경력이 안쌓이네 ㅎ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
#@시스템#사진#
곧 쌓이겟지
개발환경을 쓰라고요? 망했네 ㅎ
뭐하는데??ㅋㅋㅋ
아 멘토링하는거 개별로 이력카드 적어서 내라고 해서,, ㅎ 근데 사업이 컸고 그렇게 참여하지 않았어서 잘모른단말이야 내가 단기적으로 할수있는일만 받아서 한거라 ㅎ
흐음.... ㅋㅋㅋ 나도 고생이지만 너도 고생이네...
그냥 비워놔도 된다하시네",일반 대화
"일! 병! #@이름#
아 개웃긴거말해줄까
응
#@이름# 남친이
응
25인가 무튼 그런데 갑자기 술쳐먹고 입생 명품백을 사왔데 그래서 주는데
응
결론은 그래서 헤어짐
와우",일반 대화
"아까 저 싱글세트 괜춘한듯
ㅋㅋㅋ넌 싱글이니까
아근디 겁나 컵만 사려고 햇는디 ㅋㅋ
샐러드볼 추가구매?ㅋㅋ
저기에다가 요거트 냉동망고 같은거 해먹어도 ㄱㅊ 할듯 멀티볼 저거",일반 대화
"시술보다 부작용 확률도 있구 복잡하자너 아 비오네
여기 엄청 옴 어쩐지 골반이 심상치않게 아프더니
엥
다시올라가야대
여기는 쨍쨍 더움 ㅋㅋㅋ
ㅋㅋㅋ
어제랑 오늘 개덥다
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 어제오늘 비오던데 곧",일반 대화
"ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아부럽다 주임님
엉 지금 적당할때 잘 도망가는거 같애 비록 원하는 역은 못갈지도 모르지만 ㅠ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ언이 지금 원하는역이 문제가아니야... 나봐 나 맨날 일꿑나고 폭식하고 아 또 12시네 이러고 잇고
에휴 ㅠ 마즘.. 내려오는데 감사하고 싶은데 어찌될지 반응할지 몰라서 나도 걱정...ㅋㅋㅋ
ㅋㅋㅋㅋㅋ엥 그게무슨말이야
또 와서 일근 본사는 이게 좋았는데 현장은 이게 힘들다며 징징대겠지... 그럼 또 받아줘야하는건 나겠지?^^
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ첨엔 만족 이백퍼일듯
아닐걸?^^ ㅋㅋㅋㅋㅋㅋ 장담해도 됩니다?^^ 벌써 뭐 본사는 표창이 많다는둥..",일반 대화
"사촌언니 딸 ~ 눈이 엄마가 좋아하는 눈이야 ㅋ 앞으로 뒤로 확 트인눈
눈이 길드라
그러니까
그런눈이 이다음에 이뻐
아이땐 원래 몽고주름 다 있잖아 그런게 하나도 없더라
수술함  대박날 눈
딱 사촌언니 눈 그대로 태어났어
그러게 다 닮네
신기해~
그러게
유전자가 무섭네
조은것만 닮으면 조치",일반 대화
"ㅎㅎㅎ태풍빠이염~~~
ㅎㅎ 모하니
콤퓨따 예약하구이쫑
ㅎㅎ컴터두있네좋다 엄마랑누난이제서울왔다네
놋북가져온거애..ㅎㅎ과제하려구 오셧균요ㅎㅎ안녕하쎄염
모쥐 아 인사한거구나 볼순없겠지만
웅... 아 엄마 왜안오는고딩 이거 평일인데도 사람이 많구나
얼마나했는지나오나보네 ㅎㅎ
우웅 80명이정원인데 70명정도ㅎㅎ 싱기방기 나 경회루 진ㅉㅏ올라가버고싶엇는뎅♥.♥고딩때부터 이게 개방할줄이야~~~~~꺅",일반 대화
"화나니까 집가서 비빔국수 해먹을거야..
ㅋㅋㅋㅋㅋㅋ 비빔국수 인정~ #@이름#는 계란 올려서 먹엉~?
계란후라이도 같이 먹을거야.. 앗
쥬아쥬아 ㅎㅎ
난 삶은계란말구 후라이 ㅎㅎㅎㅎ #@이모티콘#
우왕 그것도 되게 새롭다...!
맛이쬬 반숙으로 챱챱 ㅎㅎㅎㅎ
올~~ 완숙 반숙 미숙 어떤거 좋아행?
반숙 쵝오! 캬캬 #@이모티콘#
나둥~>< 젤루 좋아행",일반 대화
"1교신데ㅠㅠㅠ 버스 타고 가면 완전 차 밀려ㅠㅠㅠㅠ
내일 월요일인줄 알앗어?? 아진짜???ㅠㅠㅠㅠ
응응 솔직히 나 요즘 시간 개념 없어 맨날 학교가고 과제하고 그러니까 ㅋㅋㅋ
아마저마저ㅋㅋㅋㅋㅋㅋㅋㅋ 무슨 요일인지 나도 헷갈리기도 한닼ㅋㅋㅋㅋ
ㅋㅋㅋ진짜 특히 주말은 더 시간 개념 없어 ㅋㅋㅋㅋ
과제하기에 더 바뻐ㅠㅠㅠㅠㅠ 나 오늘도 과제못할듯ㅋㅋㅋㅋㅋㅋ
아냐ㅠㅠㅠㅠ빨리해ㅠㅠㅠㅠ
지금 할머니댁에 식구들 와가지고 집가야 할거같다.....ㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋ그렇게... 아무것도 하지 못했다...",일반 대화
"내가 그것까지 더 배려했어야했는데 미안
그러타고 숨기거나 말안하고 구라치고넘어갈궁리하면 디진다진짜
아 당연하지
시러하니까 조용히넘겨야겟다 햇다가 나중에 꼭걸린다 진짜뚝배기깸
내가 그거는 정말 칼같이 할께 차라리 욕을 먹어도 그런일 생기면 말할께 정말 그거 거짓말하면 나못믿을듯
그래좋은자세야
앞으로
차라리 말하고 혼나는자세가 조타
정말 미안해 맨날 혼나 #@이름# ㅜㅜ
진짜 갑분롱
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
갑자기 권아롱 어디서튀어나옴
그거",일반 대화
"적당히해 진심으로말해
니가 하라는대로한거니까 뭐 더 하라하지마
하라는대오 하는거면 좋게말해
좋게말하면 ? 니도 좋게 말할겨?
제발 이럴때만 내가하라는대로했다는말하지마 헤어지자는거 진심인지 대답해
안 싸울때도 니가 하라는대로 한거많아 화나서하고있는말이야
니한테 해로운거시킨적없어 앞으로도이러겠네
근데 이제 못주워담지
못주워담는게아니라 니가 담기싫은거고 안담는거야 말은똑바로해
니나 똑바로해",일반 대화
"맞지맞지 근데 #@이름#아
응?
나 졸린뎅ㅎㅎㅎㅎ
나도
자자 #@이름#
그랭
내일봐 잘자고
오늘이야 #@이름#야
그래 조금 있다 보자 #@이름#싸",일반 대화
"아우 닭가슴살 너무 물린다
그래 질릴만하지..
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ여기와서 점심에 매일 닭가슴살만먹었어 닭가슴살 소세지랑 요플레랑
그니까 흠
아우 죽것네
메뉴다른걸로 고민해봐요 뭐가좋을까
ㅠㅠ닭가슴살이 먹기 제일 간편하긴한데 물린다 ㅠㅠ",일반 대화
"너 되게 작아보이던데 나랑 한 20cm 차이나네
15센치정도아니야?
그만하자 16~17쯤
ㅋㅋㅋㅋㅋ난 거짓말이니까 갠타나
ㅡㅡ 158이겠네 #@이름#이랑 비슷하구나
#@이름#이 그립니? 근데 #@이름#이보단 내가더커ㅡㅡ
1도 안그리워; #@시스템#삭제# 으흠 아 마감 진짜 하기 싫다
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 왜삭제해 눈물흘린거아니야?
? 아니야 내가 쓰고도 너가 이상하게 볼까봐 지움
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이상한말했지 아니야 궁금해하지않을께 #@이모티콘#
ㅡㅡ 응 궁금해하지마;",일반 대화
"내일 그래서 나는 청년부
엄마도아니고 친구한테 뭘바라는겨
전도사님만나서 주 카톡 다 보요주곺은데 오바인감
다읽으실깤ㅋㅋㅋㅋ
만나서 읽업ㅎ라고 하면 읽지않을깤ㅋㅋ
그래도되궁ㅋㅋㅋㅋ 선수쳐
그칭...ㅎㅎ...",일반 대화
"나 치과 치료받다가 너무 아파서 울었어 쪽팔려서 옷소매로 벅벅닦음
아ㅜㅜㅠㅠㅠ아프지 ㅠㅠㅠㅠ고샐했다
안에 염증이나 뭐 그런 문제가 있을수있대 지금 아픈거고 그래서 일단 떼운걸 제거하고 그안에 문제되는 신경치료를 하는거 그래서 그거 제거하는데 그래서 아!! 이캄서 진짜 그냥 여튼 신경치료받는다구..
ㅠㅠㅠㅠ으아ㅏㅏㅏ신경피료 ㅠㅠㅠ엄청아파 글만봐도
내가 옴살이 심한건지 다른 사람들이 쎈건지
둘다?ㅎ
마취두방놓음 한방놓고 아프다고 그래서 두방 아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그다음 치료받고 물로헹구는데 마취잘들어간건지 침이 질질흘러서 휴지로 닦음
잘했스ㅜㅜㅜㅠㅠㅠㅠㅠ 아니군데 나도 마취해봤는데 물 흘리는가 안다ㅠㅠ
하 고마워
고생했네",일반 대화
"오 좋네ㅔ
집 앞에 스벅과 폴바셋 올리브영과 랄라블라 등등이 잇는 좋은 곳 ..
좋다 좋아
#@이모티콘#
난 낼부터 또 주말간 페스티벌이야
ㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 돈 벌엇으니
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
써야지
아니 아직 사실",일반 대화
"자기 밥은 모 무스요
뭐라는거옄ㅋㅋㅋㅋ 나는 장어돞밥먹어쓰요 다들 힘들다고 맛있는거 먹어야한다고 물어보지도 않고 시켜쏘
ㅋㅋㅋㅋㅋㅋ진짜 부럽다ㅠㅠ 진짜 잘 목네.. 자기 내 건 너무 밥 많은 거 아니냐..ㅎ 개고봉밥이야진짜루
#@시스템#사진#
호홍
우리 자기 많이 묵고 오동통해져야지요오 오와 신상반찬만 골라먹네에 자기 맛있게 묵어요 헤헤헤 고기 넣었어?? 반찬은 괜찮아? 엄마한테 항의할 거 없어?
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ잌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
없어요 없어요~#~!!!!👋
쵝오예요오~~👍👏
ㅋㅋㅋㅋㅋㅋㅋ귀여워 ㅋㅋㅋㅋㅋㅋㅋㅋ",일반 대화
"이거 먹구있어요 여기 오면 그것만 먹어서
치즈는 오빠한테 안좋을것같은데
치즈가 많진 않아서 괜찮아요
음..
더베이 갈꺼면 물병이랑 카메라 들고 가야겠네요 #@시스템#검색# 이런식으로 반영이 이뻐서
#@시스템#검색# 우왕!! 수업끜났어오 끝났어요!!
전 지금 버스 기다리고있어요~ 오늘 수업 다 끝나셨네요:) 버스 탈려구 우산 잠깐 접었는데 그 사이에 엄청 젖었네요... 울산에도 비 많이 와요?
도서관 안가세요?
이번주는 안갈려구요 이번주는 자전거도 타구 게임도 조금 하려구요 지금 도서관 가고있어요?
전 지금 농협가서 현금뽑을랴구요",일반 대화
